sentiments,labels
A convicted Afghan rapist deported by former President #DonaldTrump’s administration was reportedly brought back to the United States thanks to President #JoeBiden’s massive resettlement operation out of #Afghanistan  https://t.co/DArHRqmgMh,Negative
"@ParkerMolloy “I wasn’t ringing Donald Trump... It was Alec Baldwin, I swear”",Neutral
It's too late for that you should have confessed from the word go instead you should not have listened do a damn thing that Donald Trump can't just say I made and left for you to do and you took that and ran with it and it was a awful advice that you took now you have to deal,Negative
Answer this question who determined that the war was over it wasn't Joe Biden it was Donald Trump Joe Biden acted on Donald Trump policy so what the f*** are you talking about get tired of hearing all of this idiotic dumb s*** that's coming out of your mouth you shut the fuk up,Negative
@JRMFFL531 On this I agree mate whether you are Republican/Democrat.To many political leaders are only looking out for themselves. Like Donald Trump and Boris Johnson here neither of these two just wanted the Power and Money Status.Other World leaders only care about improving their country,Positive
America #warcrime #AmericaLAST #BloodOnBidensHands #DonaldTrump,Neutral
"The ""like"" I refer to is the law team's avowed loyalty to Donald Trump.",Positive
"#CNN endlessly bashed #DonaldTrump - Are they treating #JoeBiden the same ? ""NO"" - Biden told the world  -  #Afghanistan withdrawal was a success - Which lead to a terrorist attack - 12 US troops sadly died ( killed) - was that a success?",Negative
Donald Trump y sus colaboradores trabajan para fomentar un espíritu nacional de unidad que combata las amenazas de la izquierda y luchan por un proceso electoral transparente:  https://t.co/NgywUe3Ci0  https://t.co/NoSoEaqTyH,Neutral
Mosagallu Teaser: The Glimpse of the scam By #moviezupp  https://t.co/zcxb9FaBXl #donaldtrump #kajalaggarwal #manchuvishnu #mosagalluteaser,Negative
FL @GovRonDeSantis is shameless. Some republicans will do anything (lie cheat steal) just for the perception of “winning”. They aren’t concerned about getting caught. They’ll just deny it. Ask Donald Trump.,Negative
Donald Trump is going to Russia to insult whales,Negative
@mrsmitler69 @CarlisleLowell @D0m1n8tor @calineoliberal Ron Desantis X Donald Trump X Marjorie Taylor Greene sex tape [4K60FPS],Neutral
@Dylan2DC Are they going to blame Donald Trump for this too?,Negative
Donald Trump should ban Fire Emblem from the US That will stop the waifu revolution 2,Negative
@Fact So... Donald Trump?,Neutral
"北韓真是每個新美國總統都要玩一下核彈然後再談判(aka要脅),真是標準SOP了 「朝鮮最後一次進行核試驗為2017年。在2019年美朝領導人峰會上，朝鮮領導人金正恩曾向時任美國總統特朗普(Donald Trump)提議廢除寧邊核設施，以換取放寬國際社會對朝鮮的一系列制裁，但遭特朗普拒絶」  https://t.co/YG3rS3Gk1r",Neutral
Hour 2 of 24 Hr Stream . Bronze to Legend trying to reach 300 subscribers this month &lt;3  https://t.co/LgoOtiplRu  #👹🔥 #Esports #futaonmale  #MSNBC #TMZLive  #TikTok #Donda #BATTLEFIELD2042  #tekken #donaldtrump #youtube #Twitch #Hearthstone #DONDA #ChallengeAccepted #blizzard,Negative
@CNN @StCollinson Wasn't Donald Trump chastised for having an America First view? It seems Biden has a similar view (rightly or wrongly) which isn't half as critiqued. Both the right and left are playing mental gymnastics trying to support one and not the other.,Positive
"Donald Trump wäre prädestiniert, um in einer Seifenkiste mit Gollum seine rote Mütze selbst zu stricken.",Negative
@ACTBrigitte Donald Trump: Promises Made! Promises Kept!!!  Joe Biden: Promises Made? Promises Broken.,Positive
"@christina_bobb @OANN @margommartin Former House Speaker Paul Ryan told WISN 12 News on Monday there should be no question that President Donald Trump lost the 2020 presidential election. ""President Trump lost the election. Joe Biden won the election,"" Ryan said to WISN 12 News reporter Kent Wainscott  https://t.co/iRfL0W9K5f",Negative
"Thanks to Susan Sarandon, Donald Trump got to pick 3 Supreme Court Justices.  https://t.co/A0WXhsKUZH",Positive
"""Our true mankind is humanity'' - Herbert George Wells the ''If you look at his wife, she was standing there. She had nothing to say. She probably, maybe she wasn't allowed to have anything to say'' - Donald Trump.",Positive
"@SenTedCruz @SenateGOP Former House Speaker Paul Ryan told WISN 12 News on Monday there should be no question that President Donald Trump lost the 2020 presidential election. ""President Trump lost the election. Joe Biden won the election,"" Ryan said to WISN 12 News reporter Kent Wainscott  https://t.co/PEdiWI6Hk3",Negative
@FoxNews As Fox News believes Donald Trump is the true President....it must be disappointing that he held no shadow ceremony.....mmmm,Negative
@ABC I thought the government had a case but they keep coming up with bullshit - still likely to get convicted. He can't get that Donald Trump type justice.,Negative
"@HouseGOP Donald Trump, I guess...",Neutral
"guys, donald trump was the president of the united states of america. 😂😂",Positive
Donald Trump isn't in Office anymore.  The President now is Joe Biden - early 2021.  Please quit blaming Trump for anything.  Once again Joe Biden is President. Please pass this on for me @FoxNews @FNCOriginals we need to get the word out.,Positive
"@JillFilipovic Nah, you have to thank Hillary Clinton for losing to Donald Trump. Her job is to get votes; it's not our job to vote for her. ""I'm with her"" captures that misunderstanding. She should be with me; tell me what I'm getting if I support her.",Negative
Donald Trump is even better than The Human Centipede!!!,Positive
"To this day, I wonder about what Donald Trump said in this moment that stopped Justice Kennedy in his tracks. The damage Trump did to the judiciary was catastrophic and long-term.  https://t.co/aUyJHy3TbA",Negative
@washingtonpost .@washingtonpost I'm a blogger. A few words about Donald Trump:  https://t.co/LmmR3HVMhX  https://t.co/LqAZ7NPJM6  https://t.co/UNcqROJfQP  https://t.co/Wb5EgLSCTR  https://t.co/LBrBc7HOX1  https://t.co/7EA3XRpFgz  https://t.co/CvLgxqYjhL  https://t.co/c8H7iPrhCz  https://t.co/uaT2NGyVW9,Neutral
@hitinman Late delivery of the gigantic phallus that was intended to roger Donald Trump?,Neutral
@pbump this argument didn't seem to help Donald Trump,Negative
@BTCTN #DonaldTrump  ઘરે જાને ભાઈ ...🙏🏻🙏🏻.....,Neutral
@Aggorow @ALCLCAALC @19shiros @cocacherry667 @mayline_smc Ouah jure tu vas faire du volley avec donald trump ?,Neutral
"#HerreraConElPapa : el Santo Padre sobre el horror de los #Talibans se lava las manos y como buen tertuliano progreta dice NO A LA GUERRA (salvo a las propias, claro, que son en defensa de la Dignidad) y dice que la-culpa-fue-de-Donald #Trump-sí-fue-de-DonalTrán  https://t.co/AzswXjgdDy",Negative
"Fuck you, Donald Trump!",Negative
"Finally getting around to watching @4corners ‘The Big Lie’ and having trauma flashbacks to how fucking awful Donald Trump is.   That I had forgotten, even briefly, is a gift.",Negative
"Kryptowaluty szkodzą dolarowi amerykańskiemu, uważa Donald Trump  https://t.co/G6rS45TLSZ  https://t.co/vsegmJTqJr",Neutral
Australian journalist Sarah Fergusen asked Donald Trump’s ex-lawyer point-blank: “Do you ever hear yourself  and think it sounds ridiculous?”  https://t.co/e7CItVismr via @HuffPostPol,Neutral
"Lol lol 😂😂😂😂 Donald Trump Jr   dude, you're 40+ years old never had a real job and get your information from Tucker Carlson..... aren't you embarrassed of yourself? Like really.",Positive
It just goes to show you how much Joe appreciates and loves this country that he would just turn his back on us and not answer any questions. If that would be Donald Trump they would be impeaching him today. He wants to defund the police and then he disrespects fallen soldiers.,Positive
Donald Trump Says #Crypto is a Potential Disaster Waiting to Happen  -cryptopotato,Negative
"If you're interested in 'balancing' work and pleasure, stop trying to balance them. Instead make your work more pleasurable. -Donald Trump  MAYMAY CLS2 SEPT3 ON IWANT #MaymayEntrata @maymayentrata07",Positive
"Donald Trump declared September National preparedness month!  Get prepared friends.  You won’t regret it.  Search for lists online.  Water, matches, batteries, canned goods. To name a few.",Positive
@nytimes .@nytimes I'm a blogger. A few words about Donald Trump:  https://t.co/LmmR3HVMhX  https://t.co/LqAZ7NPJM6  https://t.co/UNcqROJfQP  https://t.co/Wb5EgLSCTR  https://t.co/LBrBc7HOX1  https://t.co/7EA3XRpFgz  https://t.co/CvLgxqYjhL  https://t.co/c8H7iPrhCz  https://t.co/uaT2NGyVW9,Neutral
"Donald Trump (R, FL) / Asa Hutchinson (R, AR)",Neutral
"@MSNBC @NicolleDWallace Sick individual! Are parents going to let him use their children as a bargaining chip for political gain? You know, it's all political with those people!! He obviously thinks he is going to be the next Donald Trump!",Positive
"Surprise card drop, another historic meeting: Donald Trump and Xi Jinping! 🚀🇺🇸🇨🇳  https://t.co/A3iS1eiEm5 #handshake #tradingcards #sportscards  https://t.co/TLlSBrMaVE",Neutral
i didn't create america so donald trump would be president,Negative
I like tweets about totally free Donald Trump #wallpapers,Positive
"2: With the COVID19 pandemic ravaging through the world, American economy too had taken a beating. Though the mood among the Liberals of the world was upbeat after ousting #DonaldTrump, there were hell of a lot of problems before the administration.",Negative
Actually Trump was a wake up call to the rest of the world. The arbitrary decision making by Donald Trump without engaging partners was the trigger point of the chaos in world order today.,Negative
"#THEIRABC has always been a series of silos, some run as personal fiefdoms. Only it’s worse today. Look at the juvenile behaviour at Four Corners, the sheer indulgence of Ferguson putting together a one-sided program on Donald Trump ..""    #DEFUNDTHEABC",Negative
@MSNBC When will America Realize that everyone that is friendly is not Necessarily your friend. Donald Trump is still trying to fine that out.,Positive
@RSBNetwork A more accurate introduction would be “The Twice Impeached Former President Donald Trump”.  Well at least he made history.,Positive
@Devorum @SnowmanMcK @_okcomputer_ @EyesOnTheRight Just think for a second about how unpopular you must be to lose out to a man who was explicitly parodied as the villian in our popular media for 30 years at that point. Donald Trump was literally the archetype for evil in movies and books since the 80s.,Negative
"The election was a strategic loss. As someone said, ""If you think they stole the election, you don't know Donald Trump."" He basically gave up a bishop in order to take a king, and he will do it, GOD helping. We 'lost' that battle, but we will win the war. GOD WINS.",Positive
@Kotjaffar @misty_mavrick @sexy_chorra @Jeetuism @ANI If you follow people like Bharadwaj speaks this is the nonsense you get as history Christianity has many sects and many don't take bible literally including Donald Trump.Moreover Manusmriti is not the only violent text there are many others as well,Positive
"#railway_groupd_examdate 2014 के बाद से जो आप देश मे बेरोजगारी लाए होना, आप सन् 1857 की क्रांति के लिए तैयार हो जाओ. आपके झूठे जुमले सुन सुन के युवा वर्ग अब रोड पर, रेल्वे, सब जगह छक्काजाम करेंगे. बस बहुत हुआ #modiइस्तीफाdo #DonaldTrump #SupremeCourt #sonusood  https://t.co/2oTlKZsobu",Neutral
