sentiments,labels
"Roque agrees with those saying that President Duterte should not body shame Senator Richard Gordon: I may be spokesperson, but I agree. Mr. President, 'wag mo na sitahin ang katabaan dahil mea culpa, mataba rin ako. Mea culpa, nagpapapayat po ako. @tribunephl",Negative
Roque on why President Duterte is not releasing his SALN: Because there is a policy being implemented by the ombudsman as a constitutional body and we respect the prerogative of the ombudsman in this regard  @TheManilaTimes,Positive
"@jmnpunzalan @pia_gutierrez Why did President Duterte attack senators for their weight, hairdo? What does this have to do to the Senate probe?  Roque: I may be spokesperson, but I agree, Mr. President, ‘wag mo nang sitahin ang katabaan dahil mea culpa, mataba rin ako. Magpapayat na rin po ako | @jmnpunzalan",Negative
"Why did President Duterte attack senators for their weight, hairdo? What does this have to Senate probe?  Roque: I may be spokesperson, but I agree, Mr. President, ‘wag mo nang sitahin ang katabaan dahil mea culpa, mataba rin ako. Magpapayat na rin po ako | via @jmnpunzalan",Negative
Roque says President Duterte will leave it to the @OmbudsmanPh to release his SALN. @azereraser_PNA,Negative
@Pepsicollagen Puro kayo hashtag. Bat di niyo nga ma oust si PresidentDuterte? Tagal na nyan ha 🤣🤪 naka ilang season na kayo hahahaha,Positive
"Why did President Duterte attack senators for their weight, hairdo? What does this have to Senate probe?  Roque: I may be spokesperson, but I agree, Mr. President, ‘wag mo nang sitahin ang katabaan dahil mea culpa, mataba rin ako. Magpapayat na rin po ako.",Negative
"Roque says President Duterte is not releasing his SALN because there is a policy being implemented by the Ombudsman as a constitutional body, and that they respective the Ombudsman's prerogative. | @alexisbromero  Watch:  https://t.co/X6y0Bkqqkv",Positive
Roque on why President Duterte is not releasing his SALN: Because there is a policy being implemented by the ombudsman as a constitutional body and we respect the prerogative of the ombudsman in this regard @PhilippineStar @PhilstarNews,Positive
"Presidential spokesperson Harry Roque agrees President Duterte should not criticize Sen. Richard Gordon for being fat: I may be spokesperson but I agree. Mr. President, ‘wag mo na sitahin ang katabaan dahil, mea culpa, mataba rin ako. | @DYGalvezINQ  https://t.co/cXd9cKN5PD",Positive
Roque says President Duterte will leave it to the Ombudsman to release his SALN. @pnagovph,Negative
"Pres'l spox Harry Roque agrees President Duterte should not criticize Sen. Richard Gordon for being fat: I may be spokesperson but I agree. Mr. President, ‘wag mo na sitahin ang katabaan dahil, mea culpa, mataba rin ako. @inquirerdotnet",Positive
@Vagnarok1 @MannyPacquiao It's better to give up all. If you wanted to be a public servant just focus in your own province kc hirap talaga sila doon at doon ka mag start. Malay mo like Duterte maging president ka balang araw but not now bcoz our country was in danger kailangan talaga masagip.,Negative
"Roque on Duterte criticizing Senator Gordon for his weight: I may be a spokesperson, but Mr. President, wag mo na sitahin ang katabaan kasi mataba rin ako. @TheManilaTimes",Negative
"Roque on President Duterte's comment about Sen. Gordon's weight: Mr. President, wag mo na sitahin ang katabaan dahil mea culpa, mataba rin po ako @inquirerdotnet",Negative
"Sec. Roque on Pres. Duterte’s remarks about Sec. Gordon’s weight: Mr. President, ‘wag mo na sitahin ang katabaan kasi mataba rin ako. Nagpapapayat naman ako kaso sarado ang mga gym.",Neutral
"Why does President Duterte have to criticize Senator Richard Gordon for his weight?    Roque: I may be a spokesperson, but Mr. President, wag mo na sitahin ang katabaan kasi mataba rin ako.",Negative
"@jmnpunzalan An ex-adviser of President Duterte has ties to a firm that bagged some P8.68 billion worth of deals for #COVID19 response.  Roque says ""it’s the price and specifications that mattered"" in award of contracts | via @jmnpunzalan   Related:  https://t.co/tx3Sch8HxI",Positive
"Duterte defends former appointees Lao, Yang over pandemic spending controversy-Shit! How can a sitting president defend a so blatant act of corruption? This is almost treason, betraying the trust of the citizenry to uphold the law.",Negative
"@alexisbromero @helenmflores Roque on President Duterte's remarks about Sen. Gordon's weight: Mr. President, huwag mo na sitahin ang katabaan dahil mea culpa, mataba rin po ako. | @alexisbromero   LIVE:  https://t.co/DwWpE5lNlP",Negative
"@jmnpunzalan @pia_gutierrez An ex-adviser of President Duterte has ties to a firm that bagged some P8.68 billion worth of deals for #COVID19 response.  Roque says ""it’s the price and specifications that mattered"" in award of contracts. | via @jmnpunzalan  Related:  https://t.co/ycC9vKql0v",Positive
"Roque says he agrees with those saying President Duterte should not criticize Senator Richard Gordon's weight: I agree, huwag mo sitahin ang pagiging mataba ni Senator Gordon. Mea culpa.  @pnagovph",Positive
"Roque on President Duterte's remarks about Sen. Gordon's weight: Mr. President, huwag mo na sitahin ang katabaan dahil mea culpa, mataba rin po ako @PhilippineStar @PhilstarNews",Negative
"@manilabulletin Roque agrees that President Duterte should not have called out Senator Gordon for being fat, saying he is fat himself. @manilabulletin",Positive
"An ex-adviser of President Duterte has ties to a firm that bagged some P8.68 billion worth of deals for #COVID19 response.  Roque says ""it’s the price and specifications that mattered"" in award of contracts.  Related:  https://t.co/qewZo0XDMx",Positive
"@koowritesvk ship: DuGo title: i'm inlove with the president summary: bong go, who has been a beta ever since he was small, goes into heat. coincidentally, the highest alpha, philippines president rodrigo duterte appears. a love between a president and a senator, how will their love progress?",Positive
"The Inter-Agency Task Force against Covid19 proposed to President Rodrigo Duterte to allow three more college programs to conduct limited physical classes, the Commission on Higher Education (@PhCHED) said on Tuesday. #thepostph #phstudenttambayan  https://t.co/kIo8tiOiD5",Neutral
"ship: DuGo title: i'm inlove with the president summary: bong go, who has been a beta ever since he was small, goes into heat. coincidentally, the highest alpha, philippines president rodrigo duterte appears. a love between a president and a senator, how will their love progress?",Positive
"Roque on word war between President Duterte and senators on procurement of pandemic supplies: Matatapos lang po ito sa eleksyon. Desperado lang ang oposisyon kaya gumagawa ng isyu. Pero siguro, ginagawa nila ito para hindi sila ma-Otso Diretso ngayong taon. @tribunephl",Negative
@rapplerdotcom A corrupt president dealing with wanted criminals. Duterte syndicate at its finest #DuterteCorrupt #DuterteImpeach #DuterteMagnanakaw,Negative
@ABSCBNNews Fuñniest president i ever know since birth...Need mental pshyciatrist!!!kawayjaway sa'mga nabudol ni duterte last election 2016,Neutral
Three House committees have approved a measure that would provide free legal asssitance to uniformed personnel.   The bill is one of the measures that President Rodrigo Duterte has urged to pass in his final SONA. | @bworldph,Positive
"The House of Representatives approved today on 3rd reading House Bill No. 8895, exempting critical medical supplies, including medical oxygen, from any and all taxes, following a request from President Duterte for Congress to pass such a measure.   https://t.co/fVJ2E3TlS0",Positive
READ: Message from President Rodrigo Roa Duterte on the celebration of Maritime and Archipelagic Nation Awareness Month (MANA Mo) 2021  #MANAMo2021  https://t.co/EwCsPAHle6,Neutral
NOW | Presidential Spokesperson Harry Roque holds Palace press briefing.   Roque gives a recap of President Rodrigo Duterte's public address on Monday. | @azereraser_PNA,Neutral
PDP-Laban Pacquiao faction ousted Duterte as party chairman because they are not satisfied with his leadership. So they retained Pacquiao as party president because they are satisfied of his leadership?,Positive
Roque reiterates President Duterte's stand on emergency procurement: The process of emergency procurement is consistent with our existing laws such as RA 9184 and relevant GPPB issuances and other further support of RA 11469 or Bayanihan to Heal as One Act. @TheManilaTimes  https://t.co/cTs0yb9JtO,Negative
Roque says President Duterte has the power to undertake procurement of pandemic response supplies in the most expeditious manner under the Bayanihan Law,Neutral
"@jmnpunzalan President Duterte has power to undertake procurement of #COVID19 supplies “in the most expeditious manner” under the Bayanihan law, Roque says as senators probe alleged overpriced government procurement of safety gear. | via @jmnpunzalan",Positive
Bet ko talaga na Leni Robredo for President and Trillanes for VP in 2022. I hope isa lang ang pambato ng oposisyon para di na mahati ung mga boto laban sa Duterte admin. 🇵🇭,Positive
"Roque reiterates President Duterte's message to Congress that emergency procurement of pandemic supplies was consistent with RA 9184, relevant GPPB issuances, and RA 11469 or Bayanihan to Heal as One Act. @tribunephl",Negative
"President Duterte has power to undertake procurement of #COVID19 supplies “in the most expeditious manner” under the Bayanihan law, Roque says as senators probe alleged overpriced government procurement of safety gear.",Positive
"Roque reiterates President Rodrigo Duterte's stand on emergency procurement: ""The process of emergency procurement is consistent with our existing laws such as RA 9184 and relevant GPPB issuances and other further support of RA 11469 or Bayanihan to Heal as One Act.""",Negative
"HAPPENING NOW: Presidential spokesperson Harry Roque holds a press briefing on Wednesday, September 1, 2021.  He starts with a recap of President Rodrigo Duterte's address on August 30, which was aired the following day. | via @alexisbromero  Watch:  https://t.co/X6y0Bkqqkv",Neutral
Roque recaps President Duterte's public address last August 30 @TheManilaTimes  https://t.co/3Bo2JlKqsH,Neutral
Roque gives a recap of President Rodrigo Duterte's public address on Monday. @pnagovph,Neutral
"There is no budget for the establishment of more COVID-19 testing labs, while funding for coronavirus vaccines is uncertain under President Rodrigo Duterte’s final spending plan  https://t.co/dCkepWHAIU",Negative
"There is no budget for the establishment of more COVID-19 testing labs, while funding for coronavirus vaccines is uncertain under President Rodrigo Duterte’s final spending plan  https://t.co/qGjiIBvefz",Negative
"@tinamoran2021 @ilda_talk We cannot afford to have the dumb and dumber as president and Vice President, therefore, we will urge Duterte to run as vp and Sara is a sure win.🤷🏻‍♀️After Sara, we will have BBM.",Positive
@News5PH Dami magaling dito pero pag ang mga yan pinalit mo kay Duterte sa pagpa presidente sigurado naman walang alam. I believe in the President and I know he is doing his best.,Positive
"Three House joint committees approve a substitute bill that will grant free legal assistance to the military, police and other uniformed personnel after President Duterte asked Congress in July to pass a law providing free legal assistance to military and police.",Positive
BONG2X MARCOS PRESIDENT....  RODRIGO DUTERTE VICE PRESIDENT...  GENUINE GOVERNMENT and STRONG LEADERSHIP WE NEED... ABOLISH OPPOSITION....  https://t.co/h7AIx1zZip,Positive
"Props to @BanatBy   The senate added suspicion on a video meeting by Pharmally and the president.  Well, Gordon and Jayvee Sebastian have this photo.  Let us be fair with our judgment.  #IpasokSiDickSaKubeta #SolidDDS #Duterte  https://t.co/JQv69JlchN",Positive
"@societyofhonor @teddycasino In the local scene, they are the equivalent of the DSS that thinks Duterte is the best president and we are better off now than ever 🙄",Positive
Former Presidential Spokesperson Edwin Lacierda does not understand the attacks being made by President Rodrigo Duterte.  https://t.co/vq6NNKO9gB @RRD_Davao @dawende  #AbogadoSnitch,Positive
